qid,docno,score,rank
0,0,11.2381463244704,0
0,11,7.212406716173657,1
0,35,6.886012696047318,2
0,17,5.1835966616857405,3
0,94,4.760053362954661,4
0,68,4.561371893445584,5
0,71,4.554438286311214,6
0,76,4.516677112783989,7
0,89,3.7081176594308576,8
0,98,3.6204902558286305,9
1,1,9.228716475796336,0
1,95,4.290282885730388,1
1,7,3.8629547596958256,2
1,40,3.79648414600045,3
1,20,2.6147023677294277,4
1,30,2.6147023677294277,5
1,36,2.6126382296095882,6
1,33,2.598280013463845,7
1,49,2.596241712580669,8
1,50,2.588120389170297,9
2,2,11.529230057887856,0
2,24,8.94355985491305,1
2,36,6.161532025319937,2
2,71,3.2654378070496386,3
2,87,3.005533444937522,4
2,90,-0.5917884480098611,5
2,79,-0.6002762109008071,6
2,75,-0.6080795862988245,7
2,22,-0.6302489066368815,8
2,27,-0.6322533104783197,9
3,2,15.429803788509929,0
3,60,7.749752455324202,1
3,78,5.8917643817782555,2
3,3,4.9941287212577725,3
3,13,4.868364537738063,4
3,51,4.811567574750739,5
3,69,4.705435038029176,6
4,3,20.745425230578437,0
4,86,9.170232534962675,1
4,65,8.056061748881879,2
4,20,6.487039273466891,3
4,23,5.411438296059428,4
4,54,5.084156573846423,5
4,8,4.938316302242424,6
4,77,4.66639251196492,7
4,22,4.21183678277754,8
4,55,3.312000236688674,9
5,3,13.031000736173947,0
5,95,8.48647585611874,1
5,79,6.925853555280001,2
5,27,4.91868441541522,3
5,51,4.49419503670017,4
5,62,3.7748327191310542,5
5,13,2.6044141646095063,6
5,43,2.580049716067139,7
5,55,2.5760332255373366,8
5,65,2.548264166745172,9
6,4,9.136886128669323,0
6,0,5.56570722160021,1
6,62,5.289948584146559,2
7,4,22.844290658297844,0
7,22,4.5161820031395745,1
7,10,4.501909803761701,2
7,88,4.304655767667685,3
8,4,30.965691097097434,0
8,22,7.7167448717231135,1
8,59,7.485372164600102,2
8,44,6.091768599593543,3
8,8,4.234178706829862,4
8,17,4.213995582066292,5
8,54,4.135151226270517,6
8,56,4.131930022126262,7
8,31,4.131930022126262,8
8,61,4.112707695760739,9
9,5,13.14542502516916,0
9,46,11.311512886536908,1
9,36,8.148872738121892,2
9,82,5.368985959544984,3
9,92,5.292899905421651,4
9,14,5.125494029801255,5
9,72,5.023824047262045,6
9,97,4.842011560519015,7
9,96,4.566176699708242,8
9,37,4.341052816969396,9
10,6,19.70584627550235,0
10,78,5.8917643817782555,1
10,21,4.891460553721005,2
10,57,4.856898126476573,3
11,6,17.081500343478314,0
11,21,9.78292110744201,1
11,44,5.8713330146890055,2
11,78,5.610136440710053,3
11,57,4.856898126476573,4
11,61,4.8008133206578085,5
11,85,4.654646119715164,6
11,87,4.617629273529194,7
11,95,4.290282885730388,8
11,7,3.8629547596958256,9
12,6,11.466088313671008,0
12,21,9.085464512612614,1
12,57,4.856898126476573,2
12,22,4.203976003529676,3
12,31,4.131930022126262,4
12,65,4.084207226068547,5
13,6,11.499495469645485,0
13,44,4.958071260541218,1
13,85,4.654646119715164,2
13,78,4.356522464651205,3
13,95,4.290282885730388,4
13,40,3.79648414600045,5
13,57,3.7711412952061045,6
13,61,3.7229058593436424,7
13,21,3.6911150822490395,8
13,9,3.311108549388816,9
14,7,11.69436151313943,0
14,65,5.2614363561627675,1
15,98,6.9828493193184,0
15,59,6.940726016616702,1
15,7,6.61957916282135,2
15,95,5.3689226926630385,3
15,94,4.830766948608395,4
15,86,4.337422477924149,5
15,89,4.143396368796738,6
15,62,3.8497633619009664,7
15,88,3.756698630464812,8
15,91,3.6626240321133534,9
16,97,14.768294766443583,0
16,8,9.172495009072286,1
16,56,6.077808314505848,2
16,59,4.756080576930694,3
16,39,4.180781258193125,4
16,48,4.115898987045638,5
