qid,docno,score,rank
0,0,13.271448751731189,0
0,11,7.320153760574298,1
0,35,6.360070834675289,2
0,17,5.623878316951243,3
0,68,4.361048570757695,4
0,71,4.336502331147426,5
0,76,4.20628888535319,6
0,94,4.08884735472897,7
0,7,3.5277509826928317,8
0,49,3.26962286200799,9
1,1,9.21580165390601,0
1,7,3.719832728080092,1
1,40,3.4909460287679623,2
1,95,3.3470366731756345,3
1,20,2.7871672442201274,4
1,30,2.7871672442201274,5
1,36,2.7780687657297465,6
1,33,2.716005527346422,7
1,49,2.707365000748289,8
1,50,2.673345754665588,9
2,2,11.964762288886764,0
2,24,9.525360010009338,1
2,36,6.551676184858824,2
2,71,3.231674030939492,3
2,87,2.8835925814684096,4
2,90,-0.5334280601100563,5
2,79,-0.5612463578468113,6
2,75,-0.5887161891809642,7
2,22,-0.6785865808922177,8
2,27,-0.6877155483481667,9
3,2,17.3692749106117,0
3,60,6.9237843427477435,1
3,3,5.71537945257874,2
3,78,5.508682903829148,3
3,13,5.126038499359021,4
3,51,4.889694511171361,5
3,69,4.489503144781983,6
4,3,22.26507599709327,0
4,86,8.228407407559388,1
4,65,7.951897985429293,2
4,20,6.394014023640911,3
4,23,5.8118057474589655,4
4,8,5.441666867620579,5
4,54,5.202629164122886,6
4,77,4.354326498999314,7
4,22,3.992208140112335,8
4,2,3.282378244156449,9
5,3,13.620364925628401,0
5,95,6.936215684301649,1
5,79,5.996659907312982,2
5,27,5.350159016707677,3
5,51,3.8813187096876236,4
5,62,3.420784094290715,5
5,13,2.742261219877161,6
5,43,2.6401708332012785,7
5,55,2.623890231968794,8
5,65,2.515315463749396,9
6,4,8.869615144441823,0
6,0,6.5727030086599525,1
6,62,5.3031265723795595,2
7,4,22.856518394885804,0
7,22,4.862555844088333,1
7,10,4.798854239143944,2
7,88,4.032798608308123,3
8,4,30.589165609935808,0
8,22,8.308589611147307,1
8,59,7.356478950516323,2
8,44,5.618128114556822,3
8,8,4.665758240329401,4
8,17,4.571921761752944,5
8,54,4.231509800174649,6
8,56,4.218422656462768,7
8,31,4.218422656462768,8
8,61,4.141568802397657,9
9,5,14.56180486441269,0
9,46,11.360124328118339,1
9,36,7.945247337481597,2
9,82,5.050111024678316,3
9,14,4.813367008505321,4
9,92,4.797826775417436,5
9,72,4.482099670144129,6
9,43,4.231509800174649,7
9,86,3.8602546950649868,8
9,18,3.8074554918800443,9
10,6,20.79408385902119,0
10,78,5.508682903829148,1
10,21,5.227099499346384,2
10,57,5.076959407343881,3
11,6,17.18358926756992,0
11,21,10.454198998692767,1
11,44,6.050408963481786,2
11,57,5.076959407343881,3
