qid,docno,score,rank
0,0,17.341523948540452,0
0,11,8.24749655038098,1
0,35,6.760626429468728,2
0,17,6.320250756870225,3
0,68,4.125992053755847,4
0,71,4.083055302907374,5
0,7,4.08296122964794,6
0,76,3.862012126711499,7
0,49,3.46183190352305,8
0,94,3.4565827761323815,9
1,1,11.161507036345808,0
1,7,4.2252001734346045,1
1,40,3.6861433084654367,2
1,95,3.08754622893833,3
1,20,3.047960011659456,4
1,30,3.047960011659456,5
1,36,3.0266737842465155,6
1,33,2.885607034273825,7
1,49,2.8665209810516763,8
1,50,2.792636480678251,9
2,2,14.056212669368616,0
2,24,10.219828527979995,1
2,36,7.137975415225375,2
2,71,2.9799539132201667,3
2,87,2.457941903903495,4
2,90,-0.47292815014149436,5
2,79,-0.5175907382329522,6
2,75,-0.565362473780571,7
2,83,-0.7355529795206907,8
2,22,-0.7535584753267063,9
3,2,20.753154583296915,0
3,3,7.032942768023972,1
3,60,7.014240234967512,2
3,13,5.503931026358347,3
3,78,5.080199115808607,4
3,51,4.994902593620192,5
3,69,4.237265137427818,6
4,3,26.92580403436314,0
4,86,8.05638150807492,1
4,65,7.8207237034000325,2
4,20,7.001235269243457,3
4,23,6.428804283593795,4
4,8,6.270796069816807,5
4,54,5.364795234868206,6
4,22,4.418308396841998,7
4,77,4.006739009601869,8
4,2,3.921850707781244,9
5,3,16.3470053190078,0
5,27,6.037141223618714,1
5,95,5.867653295443759,2
5,79,5.825181642567844,3
5,51,4.113150848416557,4
5,62,3.5357768783903816,5
5,13,2.9444212352967125,6
5,43,2.7224650188159534,7
5,55,2.688685295076655,8
5,65,2.4738228917069724,9
6,4,10.213461686964818,0
6,0,8.588413274507975,1
6,62,5.320319238658989,2
7,4,26.484204397014786,0
7,22,5.399782829840797,1
7,10,5.247878774775815,2
7,88,3.7274330351119094,3
8,4,35.35184890114722,0
8,22,9.226542781408073,1
8,59,7.195747650781128,2
8,44,5.958613215014529,3
8,8,5.376664751432375,4
8,17,5.138036484177545,5
8,54,4.363406058002651,6
8,56,4.336166997423741,7
8,31,4.336166997423741,8
8,61,4.179616594238228,9
9,5,16.92779779733612,0
9,46,12.276609894481846,1
9,36,8.675274434527129,2
9,14,5.249085193269811,3
9,82,4.688864503083284,4
9,72,4.531840369454125,5
9,43,4.363406058002651,6
9,92,4.278676591479071,7
9,18,4.261729318243988,8
9,23,3.9554126449911005,9
10,6,24.00856584895492,0
10,21,5.737826839014807,1
10,57,5.393991150256439,2
10,78,5.080199115808607,3
11,6,19.699900422371023,0
11,21,11.475653678029614,1
11,44,6.2996531647360365,2
11,57,5.393991150256439,3
11,78,4.651250630724681,4
11,61,4.5286007004107365,5
11,7,4.2252001734346045,6
11,9,3.7660151416375967,7
11,87,3.7472703586203027,8
11,85,3.6931889161074407,9
12,6,13.397957488265842,0
12,21,10.657516615508339,1
12,57,5.393991150256439,2
12,22,5.026493047698527,3
12,31,4.336166997423741,4
12,65,3.9648971492733684,5
13,6,12.511768458051295,0
13,44,5.406353711865249,1
13,21,4.618270440803531,2
13,57,4.3666895262928636,3
13,9,3.7660151416375967,4
13,85,3.6931889161074407,5
13,41,3.690285545790252,6
13,40,3.6861433084654367,7
13,78,3.6283426275283253,8
13,61,3.5526483091167376,9
14,7,14.953685452865486,0
14,65,5.107736423480607,1
15,7,8.759506967983661,0
15,59,6.812947438413687,1
15,98,5.203470208520665,2
15,16,3.941043055619226,3
15,86,3.9234184573752375,4
15,62,3.871865624552309,5
15,49,3.8452301886705715,6
15,95,3.7844989794074366,7
15,94,3.600932033781522,8
15,89,3.318593082167934,9
16,8,11.647460821249183,0
16,97,10.233948265036119,1
16,56,5.858106984406918,2
16,39,4.784151144857474,3
16,59,4.572057993352044,4
16,48,4.204918575564051,5
16,10,3.871958841500752,6
16,43,3.4584681098036345,7
16,51,3.3944971554738146,8
16,63,3.3944971554738146,9
17,8,7.911504302639664,0
17,37,3.9139980256855402,1
17,36,3.824300543401493,2
17,97,3.5399371825388553,3
17,32,3.409784649300937,4
17,53,3.1152864591753078,5
17,22,2.740672798599075,6
17,20,2.663573529085348,7
17,46,2.5906934066252942,8
17,90,2.5491452947665554,9
18,25,12.578045502274227,0
18,55,11.645793785685541,1
18,9,10.175598832282585,2
18,47,8.965844584602955,3
18,82,7.967111423836252,4
18,88,7.249221741976129,5
18,67,7.246814921289733,6
18,93,6.939134771133661,7
18,66,6.6721495031689955,8
18,96,6.233936097999894,9
19,9,13.126485794415284,0
19,25,12.578045502274225,1
19,51,11.46191560692856,2
19,93,9.417479996022369,3
19,62,9.314583180697214,4
19,32,9.186959829539157,5
19,18,8.9900176714538,6
19,47,8.965844584602955,7
19,84,8.795168369125129,8
19,33,8.475891416845652,9
20,25,10.132968973366825,0
20,9,9.85571286926502,1
20,96,5.6239654314224055,2
20,72,4.164267676229336,3
20,82,3.504768200617038,4
20,88,3.4697536599456593,5
21,10,28.542032992375205,0
21,17,13.552858530715227,1
21,52,6.86336635019267,2
21,5,6.369401786642476,3
21,11,6.082468747713857,4
21,40,5.787450146712687,5
21,47,5.412466401267867,6
21,85,5.185747763022309,7
21,67,5.121369365239919,8
21,8,5.040714429186535,9
22,11,22.37138910132494,0
22,19,9.010954596937351,1
22,53,5.572316556139841,2
