qid,True Answer,Predicted Answer,Jaccard,Recall,Precision,F1,EditDist,EM,BERT,Perp_ans,IDK,Time
0,Cover Boy,Cover Boy,1.0,1.0,1.0,1.0,0,1,1.0,1.0008581136384844,0,0.006136401494344076
1,Die Pratermizzi,Die Pratermizzi,1.0,1.0,1.0,1.0,0,1,1.0000001192092896,1.0007557869603068,0,0.00830992062886556
2,yes,no,0.0,0.0,0.0,0.0,3,0,0.7633386850357056,1.0509996963547028,0,0.0072864135106404625
3,yes,yes,1.0,1.0,1.0,1.0,0,1,1.0,1.0380383047565451,0,0.008276069164276123
4,La Procesión,La Procesión,1.0,1.0,1.0,1.0,0,1,1.0,1.0007611024331613,0,0.010846598943074545
5,Akarshan,Akarshan,1.0,1.0,1.0,1.0,0,1,1.0,1.0078029701950797,0,0.01004573106765747
6,French,Canadian-born French,0.5,1.0,0.5,0.6666666666666666,14,0,0.5973199009895325,1.2604377406175118,0,0.010518983999888102
7,Secret Venture,Secret Venture,1.0,1.0,1.0,1.0,0,1,0.9999999403953552,1.0031170997632262,0,0.008527382214864095
8,Jim Sterling,Jim Sterling,1.0,1.0,1.0,1.0,0,1,1.0,1.044355378089313,0,0.00836182435353597
9,yes,yes,1.0,1.0,1.0,1.0,0,1,1.0,1.1243242216206448,0,0.008041592439015706
10,yes,yes,1.0,1.0,1.0,1.0,0,1,1.0,1.0650623261681411,0,0.010122855504353842
11,To Play Or To Die,To Play or to Die,0.5,0.75,0.6,0.6666666666666665,2,0,1.0,1.0526164712790884,0,0.010531123479207356
12,Il Seduttore,Il seduttore,0.3333333333333333,0.5,0.5,0.5,1,0,1.0,1.0208990779494496,0,0.011080662409464518
13,yes,no,0.0,0.0,0.0,0.0,3,0,0.7633386850357056,1.078323413801164,0,0.008861255645751954
14,no,no,1.0,1.0,1.0,1.0,0,1,1.0000001192092896,1.0814318190335994,0,0.007869366804758708
15,Brooklyn,Brooklyn College,0.5,1.0,0.5,0.6666666666666666,8,0,0.6035786867141724,1.0005378167130126,0,0.008779998620351155
16,A Thunder Of Drums,A Thunder of Drums,0.6,0.75,0.75,0.75,1,0,1.0,1.0079607386577134,0,0.010334463914235432
17,yes,yes,1.0,1.0,1.0,1.0,0,1,1.0,1.32208042521859,0,0.008174653848012288
18,Argentine,Argentina,0.0,0.0,0.0,0.0,1,0,0.8122938275337219,1.3848247457724563,0,0.008385709921518962
19,Béziers,"Béziers, Hérault",0.3333333333333333,1.0,0.3333333333333333,0.5,9,0,0.7603538036346436,1.0010052556057323,0,0.013403566678365071
20,Brazil,Brazilian,0.0,0.0,0.0,0.0,3,0,0.7761107087135315,1.200392861773771,0,0.00815987189610799
21,Xavier Florencio,Dimitris Souanis,0.0,0.0,0.0,0.0,12,0,0.4460925757884979,1.0055578334924187,0,0.014016477266947429
22,yes,yes,1.0,1.0,1.0,1.0,0,1,1.0,1.0735275087095597,0,0.00840590794881185
23,Cinderella Of The Hills,Cinderella of the Hills,0.3333333333333333,0.5,0.5,0.5,2,0,0.9999998807907104,1.0050504359963999,0,0.011073815822601318
24,yes,no,0.0,0.0,0.0,0.0,3,0,0.7633386850357056,1.1309818467862935,0,0.01017756462097168
25,yes,yes,1.0,1.0,1.0,1.0,0,1,1.0,1.1758456301330436,0,0.008417495091756185
26,William Henry Thompson,William Henry Thompson,1.0,1.0,1.0,1.0,0,1,1.0000001192092896,1.0060608108620341,0,0.010327823956807454
27,The King Of The Kickboxers,The King of the Kickboxers,0.5,0.75,0.6,0.6666666666666665,2,0,0.9999999403953552,1.078907623599744,0,0.01526624361673991
28,no,no,1.0,1.0,1.0,1.0,0,1,1.0000001192092896,1.0548109294454662,0,0.01037829319636027
29,Ismael Íñiguez,Ismael iguez González,0.25,0.5,0.3333333333333333,0.4,11,0,0.7497974038124084,1.0248222884825304,0,0.017916691303253175
30,yes,yes,1.0,1.0,1.0,1.0,0,1,1.0,1.066787991316433,0,0.00853136380513509
31,French,French,1.0,1.0,1.0,1.0,0,1,1.0000001192092896,1.1451593453995408,0,0.010085467497507732
32,Girl On The Bridge,Girl on the Bridge,0.3333333333333333,0.5,0.5,0.5,2,0,1.0000001192092896,1.0126491773401443,0,0.011838245391845702
33,Khubsoorat,Khubsoorat,1.0,1.0,1.0,1.0,0,1,1.0,1.0189262075602168,0,0.013165036837259928
34,yes,no,0.0,0.0,0.0,0.0,3,0,0.7633386850357056,1.1048423607748545,0,0.009987664222717286
35,Les Résultats Du Féminisme,Les Résultats du féminisme,0.3333333333333333,0.5,0.5,0.5,2,0,1.0000001192092896,1.0043772041641603,0,0.017689092953999837
36,German,German,1.0,1.0,1.0,1.0,0,1,1.0,1.3585787178096804,0,0.008350197474161785
37,Honeymoons,Honeymoons,1.0,1.0,1.0,1.0,0,1,0.9999999403953552,1.0002999627717601,0,0.012675603230794271
38,John Hopkins The Third,Come Again Smith,0.0,0.0,0.0,0.0,16,0,0.2951589822769165,1.0533295617203806,0,0.011181267102559407
39,yes,yes,1.0,1.0,1.0,1.0,0,1,1.0,1.0421485980373002,0,0.008203125
40,Departure Of A Grand Old Man,Departure of a Grand Old Man,0.5,0.6666666666666666,0.6666666666666666,0.6666666666666666,2,0,1.0,1.001451799224539,0,0.015062451362609863
41,Rona Randall,Rona Randall,1.0,1.0,1.0,1.0,0,1,1.0000001192092896,1.0317824506538238,0,0.013099169731140137
42,Without The King,Without the King,0.5,0.6666666666666666,0.6666666666666666,0.6666666666666666,1,0,0.9999999403953552,1.0008685284566055,0,0.011863621075948079
43,yes,no,0.0,0.0,0.0,0.0,3,0,0.7633386850357056,1.139735801600549,0,0.010623125235239665
44,The Shanghai Story,Sudden Jim,0.0,0.0,0.0,0.0,16,0,0.49596843123435974,1.004489702248119,0,0.01167623996734619
45,Le Droit À La Vie,Le Droit  La Vie,0.8,0.8,1.0,0.888888888888889,1,0,0.9195334911346436,1.069468104865816,0,0.01564796765645345
46,Zdeněk Svěrák,Zdenk Svrák,0.0,0.0,0.0,0.0,2,0,0.7412217259407043,1.0006844040545435,0,0.015870102246602378
47,Every Blessed Day,Every Blessed Day,1.0,1.0,1.0,1.0,0,1,1.0,1.0005731564322007,0,0.009656774997711181
48,yes,yes,1.0,1.0,1.0,1.0,0,1,1.0,1.2699142904452725,0,0.010066858927408854
49,Aaj Ki Baat,Aaj Ki Baat,1.0,1.0,1.0,1.0,0,1,1.0,1.0806394075614174,0,0.013511765003204345
50,American,IDK,0.0,0.0,0.0,0.0,8,0,0.3981325328350067,1.1516357236932582,1,0.009174680709838868
51,yes,no,0.0,0.0,0.0,0.0,3,0,0.7633386850357056,1.0777851079933356,0,0.010776050885518392
52,Night Of The Seagulls,Night of the Seagulls,0.3333333333333333,0.5,0.5,0.5,2,0,1.0,1.0015717296091207,0,0.013981183369954428
53,For The Service,For the Service,0.5,0.6666666666666666,0.6666666666666666,0.6666666666666666,1,0,1.0000001192092896,1.0686515923918596,0,0.011326865355173747
54,Far Away And Long Ago,I Always Loved You,0.0,0.0,0.0,0.0,14,0,0.33769336342811584,1.148078050527324,0,0.012532222270965575
55,Jones Morgan,Jones Morgan,1.0,1.0,1.0,1.0,0,1,0.9999999403953552,1.006043107259716,0,0.010909950733184815
56,New York,"New York, New York",0.6666666666666666,1.0,0.6666666666666666,0.8,10,0,0.7868869304656982,1.0023282483516145,0,0.012614695231119792
57,French,American,0.0,0.0,0.0,0.0,6,0,0.6488026976585388,1.046842719739124,0,0.010415601730346679
58,Osterode am Harz,Osterode am Harz,1.0,1.0,1.0,1.0,0,1,1.0,1.0001981822025008,0,0.013813682397206624
59,yes,yes,1.0,1.0,1.0,1.0,0,1,1.0,1.456559278550247,0,0.010492428143819173
60,Maja Odžaklievska,Maja Odaklievska,0.3333333333333333,0.5,0.5,0.5,1,0,0.9072349667549133,1.006614624779624,0,0.01643091837565104
61,Lord Of War,Lord of War,0.5,0.6666666666666666,0.6666666666666666,0.6666666666666666,1,0,1.0,1.00764674121534,0,0.01109689474105835
62,yes,no,0.0,0.0,0.0,0.0,3,0,0.7633386850357056,1.0842877202774244,0,0.010536642869313557
63,Xi'an,"Xi'an, Shaanxi",0.3333333333333333,1.0,0.3333333333333333,0.5,9,0,0.7341240644454956,1.0310050170136644,0,0.015624439716339112
64,Dutch,IDK,0.0,0.0,0.0,0.0,5,0,0.46985939145088196,1.3375601128928747,1,0.010844576358795165
65,Cairo,"Shobra, Cairo",0.3333333333333333,1.0,0.3333333333333333,0.5,8,0,0.6276085376739502,1.1194825173692178,0,0.012055754661560059
66,John-Roger Hinkins,John- Roger Hinkins,0.25,0.5,0.3333333333333333,0.4,1,0,1.0,1.0056822101287306,0,0.012542498111724854
67,Saturn In Opposition,Saturn in Opposition,0.5,0.6666666666666666,0.6666666666666666,0.6666666666666666,1,0,0.9999999403953552,1.0012555635996052,0,0.01220324436823527
68,God'S Will Be Done,God's Will Be Done,0.6666666666666666,0.8,0.8,0.8000000000000002,1,0,1.0,1.0678939910519616,0,0.013662123680114746
69,Closed Doors Village,Closed Doors Village,1.0,1.0,1.0,1.0,0,1,1.0,1.0048296005456343,0,0.011518665154774984
70,yes,no,0.0,0.0,0.0,0.0,3,0,0.7633386850357056,1.071398362271553,0,0.010304327805836995
71,Born To Gamble,Born to Gamble,0.5,0.6666666666666666,0.6666666666666666,0.6666666666666666,1,0,1.0,1.0841973785222283,0,0.011847420533498128
72,Tony Owen,Tony Owen,1.0,1.0,1.0,1.0,0,1,1.0000001192092896,1.0197606130896413,0,0.010719386736551921
73,University of British Columbia,University of British Columbia,1.0,1.0,1.0,1.0,0,1,1.0,1.015849335450084,0,0.011628492673238119
74,György Enyedi,György Enyedi,1.0,1.0,1.0,1.0,0,1,1.0,1.0004870581399024,0,0.015035510063171387
75,yes,yes,1.0,1.0,1.0,1.0,0,1,1.0,1.3841829463997268,0,0.010702037811279297
76,Night And Dawn,Night and Dawn,0.5,0.6666666666666666,0.6666666666666666,0.6666666666666666,1,0,1.0,1.0612180472069241,0,0.012185613314310709
77,Francis William Thring,F. W. Thring,0.2,0.3333333333333333,0.3333333333333333,0.3333333333333333,12,0,0.6992807984352112,1.2271419666960701,0,0.015174464384714762
78,yes,no,0.0,0.0,0.0,0.0,3,0,0.7633386850357056,1.1209543572371563,0,0.010441299279530842
79,yes,no,0.0,0.0,0.0,0.0,3,0,0.7633386850357056,1.0754375396460327,0,0.010644817352294922
80,yes,no,0.0,0.0,0.0,0.0,3,0,0.7633386850357056,1.225083806391917,0,0.010734633604685465
81,Thikkodi,Thikkodi near Calicut,0.3333333333333333,1.0,0.3333333333333333,0.5,13,0,0.7849052548408508,1.0543240191641805,0,0.015198779106140137
82,Koch Bihar,Koch Bihar,1.0,1.0,1.0,1.0,0,1,0.9999998807907104,1.1019460939901689,0,0.011646409829457601
83,Bad Man'S River,Bad Man's River,0.6,0.75,0.75,0.75,1,0,1.0,1.0816674597927802,0,0.012748976548512777
84,Fængslende Feriedage,Fngslende feriedage,0.0,0.0,0.0,0.0,2,0,0.8787407875061035,1.0328529498418826,0,0.015694435437520346
85,Austrian,Austrian-American,0.0,0.0,0.0,0.0,9,0,0.5762137770652771,1.023113229951524,0,0.012165780862172444
86,Latvian,German,0.0,0.0,0.0,0.0,5,0,0.6701915264129639,1.9511457625847077,0,0.010220563411712647
87,Tag Til Marked I Fjordby,Tag til marked i Fjordby,0.25,0.4,0.4,0.4000000000000001,3,0,1.0,1.0202840597467446,0,0.0161530335744222
88,Vicente Borge,Vicente Borge,1.0,1.0,1.0,1.0,0,1,1.0,1.1253752582865697,0,0.011945962905883789
89,Matteo Furlan,Matteo Furlan,1.0,1.0,1.0,1.0,0,1,1.0,1.0004231331247786,0,0.0153693954149882
90,Phony Express,Phony Express,1.0,1.0,1.0,1.0,0,1,1.0,1.0149044557019073,0,0.013781038920084636
91,"Dayton, Ohio","Dayton, Ohio",1.0,1.0,1.0,1.0,0,1,1.0,1.0008611807872654,0,0.012711874643961589
