qid,docno,score,rank
0,0,41.34283911962254,0
0,1003,24.35118117032252,1
0,801,21.298115511969502,2
0,1207,16.970725464976585,3
0,1559,16.962896017781027,4
0,976,15.420078223232283,5
0,1821,14.479639133287264,6
0,1657,13.973449755244715,7
0,207,13.882923131849338,8
0,764,13.640709086093462,9
1,0,29.648073280365367,0
1,199,12.738083497298854,1
1,1657,12.365955242354604,2
1,1003,10.993713014006396,3
1,1022,10.798396283704472,4
1,1124,10.705611368328054,5
1,1780,10.310092077743112,6
1,675,9.890686484041264,7
1,1133,9.890686484041264,8
1,1821,9.730901381748469,9
2,0,45.86505642054036,0
2,1876,20.789041529359185,1
2,2045,20.100550512031823,2
2,1112,15.14182565024523,3
2,341,11.60697030082866,4
2,1336,11.505600610353113,5
2,2053,10.839351861605156,6
2,454,9.888068290332454,7
2,1354,9.743945111961757,8
2,1821,9.730901381748469,9
3,0,26.17530498402554,0
3,1876,20.789041529359185,1
3,2045,20.100550512031823,2
3,1112,15.14182565024523,3
3,341,11.60697030082866,4
3,2053,10.839351861605156,5
3,1354,9.743945111961757,6
3,1186,9.039487237459396,7
3,212,8.373532636130935,8
3,267,8.302196249118051,9
4,0,26.17530498402554,0
4,1876,20.789041529359185,1
4,2045,20.100550512031823,2
4,1112,15.14182565024523,3
4,1894,12.337546769071201,4
4,341,11.60697030082866,5
4,2053,10.839351861605156,6
4,1233,10.750199764753665,7
4,1804,10.732892725595121,8
4,565,10.717344246116584,9
5,1,15.006986519411026,0
5,1943,10.013935393667941,1
5,480,9.547270144247419,2
5,419,9.053285458011354,3
5,412,8.795140816958947,4
5,867,8.499613313084634,5
5,405,8.470539546167776,6
5,1394,8.03725019700632,7
5,418,7.908903460974262,8
5,947,7.628937291492652,9
6,1,38.96601423443816,0
6,1103,12.480627659494946,1
6,1556,9.801288834415256,2
6,722,8.934219360923455,3
6,1311,8.921940239575218,4
6,850,8.823935399025347,5
6,585,8.736476629292577,6
6,1690,8.699193867397774,7
6,859,8.58019244633563,8
6,1815,8.373922025654961,9
7,2015,14.833850317014484,0
7,895,14.54832748768369,1
7,1446,11.440935917690874,2
7,726,10.901145095423724,3
7,423,10.743043604441633,4
7,1196,10.678826246997184,5
7,333,10.553878437514076,6
7,1259,9.683904393486468,7
7,382,9.5921471767316,8
7,2014,9.580763922198154,9
8,382,17.305770375255452,0
8,405,16.135681910545493,1
8,1,15.293846901110467,2
8,1196,12.235734916025239,3
8,924,10.424666827394436,4
8,412,8.795140816958947,5
8,867,8.499613313084634,6
8,1394,8.03725019700632,7
8,418,7.908903460974262,8
8,1664,7.842682636894862,9
9,1,15.006986519411026,0
9,1943,10.013935393667941,1
9,480,9.547270144247419,2
9,412,8.795140816958947,3
9,867,8.499613313084634,4
9,405,8.470539546167776,5
9,1394,8.03725019700632,6
9,418,7.908903460974262,7
9,947,7.628937291492652,8
9,1883,7.579131791652281,9
10,2,16.33719113214699,0
10,1847,7.180322265626962,1
10,1278,7.1528215519042115,2
10,1172,7.0052554201818715,3
10,10,5.5108040473612006,4
10,1472,5.506741744254962,5
10,668,5.466445701855548,6
10,1856,5.454471636399,7
10,551,5.446518026696107,8
10,157,5.430680191779737,9
11,164,11.478964044883217,0
11,2,10.797782274175674,1
11,1819,10.37047932752208,2
11,22,7.301816528517833,3
11,1381,7.233009928395303,4
11,1096,7.2277707860077385,5
11,792,7.201688510502151,6
11,1210,7.1706371880030755,7
11,1894,7.094167866274898,8
11,531,7.0790693021220275,9
12,2,10.797782274175674,0
12,1896,10.645138652376446,1
12,377,9.605799750331787,2
12,1475,7.424175410458645,3
12,698,7.375494824029604,4
12,795,7.370125248744531,5
12,128,7.354063331144461,6
12,310,7.327448479581424,7
12,2039,7.253941468980427,8
12,298,7.222888002797506,9
13,1417,14.574281688981323,0
13,2,10.797782274175674,1
13,1925,10.057311492482771,2
13,248,10.023542161520313,3
13,1710,9.679946866328393,4
13,1616,9.357030030325598,5
13,1739,7.606720936327814,6
13,1287,7.428257334598062,7
13,847,7.417710112712966,8
13,352,7.412447725631289,9
14,2,10.797782274175674,0
14,1562,9.786886467367896,1
14,1586,7.38087222913009,2
14,511,7.375494824029604,3
14,664,7.290509694255269,4
14,172,7.264352046694653,5
14,1107,7.264352046694653,6
14,1929,7.264352046694653,7
14,634,7.222888002797506,8
14,340,7.217738255546436,9
15,3,32.097373305386775,0
15,984,19.71860413672394,1
15,1536,14.548808474917132,2
15,1782,14.290961905035326,3
15,1330,14.233842089943732,4
15,2015,13.862161557822306,5
15,448,13.431259709389739,6
15,1892,13.256928650266385,7
15,445,13.138511607245114,8
15,550,12.881733096631955,9
16,3,29.053230885123654,0
16,512,15.541903026351786,1
16,844,10.858607463310156,2
16,890,10.415715585634137,3
16,468,9.749706748908885,4
16,603,9.037433293760353,5
16,387,9.00659722215727,6
16,1199,8.555768186641645,7
16,474,8.491188670656992,8
16,1790,8.39928643750351,9
17,3,59.39665690765436,0
17,686,21.108043636548288,1
17,844,15.97533800472343,2
17,952,14.934434189085628,3
17,943,14.613375800213742,4
17,283,14.330337423110645,5
17,1293,14.084130025872799,6
17,1915,12.432678927274223,7
17,81,12.312813393525897,8
17,512,12.310185948472832,9
18,1072,22.631957815204178,0
18,3,21.226741737817058,1
18,508,13.764827280945596,2
18,1166,13.1158033087694,3
18,984,12.251435971756328,4
18,2015,12.24939274268664,5
18,1156,11.18758777317571,6
18,491,10.746811304521566,7
18,890,10.415715585634137,8
18,1561,9.52481243219284,9
19,3,20.213073917394894,0
19,283,13.43374254433999,1
19,247,12.617868074162457,2
19,474,11.632032924237638,3
19,1172,11.525882510760116,4
19,1210,11.512006437031822,5
19,890,10.415715585634137,6
19,426,10.218772442180786,7
19,390,9.822401201886947,8
19,385,9.629558657544514,9
20,4,31.83103103562061,0
20,1976,19.220546373926968,1
20,283,15.984470845677839,2
20,727,14.751747393940335,3
20,1533,14.12053288654496,4
20,801,13.767550417417267,5
20,473,12.515660672389679,6
20,108,12.493206245340204,7
20,984,12.289014436403498,8
20,375,11.98212684091507,9
21,4,33.78435724629158,0
21,1533,17.082408499138282,1
21,801,16.772900826277713,2
21,283,15.984470845677839,3
21,473,15.32706044738762,4
21,727,14.751747393940335,5
21,108,12.493206245340204,6
21,764,12.444801033859715,7
21,984,12.289014436403498,8
21,212,12.193496624244755,9
22,4,31.83103103562061,0
22,1976,16.62456633465867,1
22,283,15.984470845677839,2
22,1533,14.12053288654496,3
22,845,13.854883954311358,4
22,801,13.767550417417267,5
22,1135,13.187293509392687,6
22,108,12.493206245340204,7
22,551,12.309532866074116,8
22,984,12.289014436403498,9
23,283,24.786465757352993,0
23,4,22.592898291782035,1
23,1533,17.082408499138282,2
23,801,16.772900826277713,3
23,690,14.883229735747877,4
23,108,12.493206245340204,5
23,984,12.289014436403498,6
23,559,11.873766795128457,7
23,619,9.717935941383377,8
23,660,9.226308394215717,9
24,283,24.786465757352993,0
24,4,19.572028631415392,1
24,715,14.2515820512637,2
24,1533,14.12053288654496,3
24,801,13.767550417417267,4
24,108,12.493206245340204,5
24,984,12.289014436403498,6
24,690,11.906281746759397,7
24,84,9.759292740947163,8
24,1290,8.963236198149074,9
25,5,19.979032730448367,0
25,390,18.83862249387321,1
25,544,10.315865239861381,2
25,1764,9.397970188247694,3
25,417,9.358108062698165,4
25,550,9.163764432635993,5
25,1000,9.114650622858436,6
25,1775,8.643222245217846,7
25,1375,7.084650302397708,8
25,1855,7.00705686135349,9
26,5,49.848225157332294,0
26,390,26.537700905929473,1
26,411,18.383380977560464,2
26,1031,13.502851514645362,3
26,426,11.693919585053273,4
26,374,9.7770388409826,5
26,436,9.689487401802214,6
26,498,9.039684759984995,7
26,854,8.099375740694509,8
26,1870,7.908266865458803,9
27,5,75.24977149438416,0
27,850,21.219518774939225,1
27,390,17.61235530155306,2
27,128,14.528751337118162,3
27,171,14.027733367447793,4
27,711,13.72507876341767,5
27,1472,13.453245760002615,6
27,1657,11.852282093316987,7
27,1377,10.965904585711945,8
27,1775,10.756308755956688,9
28,5,34.67061449918108,0
28,390,18.83862249387321,1
28,1472,13.453245760002615,2
28,69,10.264303878766196,3
28,24,8.994378240622439,4
28,1633,8.890739309234629,5
28,1953,8.159257615574695,6
28,920,7.820569319281488,7
28,820,7.809081754909698,8
28,682,7.7071925190795305,9
29,5,34.40592348341086,0
29,283,21.497396009546332,1
29,1472,20.458251884724135,2
29,390,18.83862249387321,3
29,260,14.814433530886213,4
29,1533,14.12053288654496,5
29,801,13.767550417417267,6
29,166,13.352091449772221,7
29,108,12.493206245340204,8
29,984,12.289014436403498,9
30,6,44.36490629806834,0
30,1356,40.05885494001263,1
30,993,29.094835600281662,2
30,263,21.178454130243402,3
30,461,14.793448765650187,4
30,1097,13.529175716255907,5
30,714,13.119369631479426,6
30,1148,13.091045710849839,7
30,942,12.771942662286023,8
30,1975,11.788271165759662,9
31,6,17.891262967902048,0
31,993,12.427033230012515,1
31,952,11.85555437344749,2
31,1356,11.50865001603023,3
31,263,11.400175768000942,4
31,1354,10.772136205605516,5
31,143,9.581920821222518,6
31,1876,8.269372240546286,7
31,1936,8.121061372455461,8
31,758,8.079117026904637,9
32,6,81.64701318031925,0
32,1356,47.81368784652395,1
32,993,32.24385985829598,2
32,263,22.784113993395742,3
32,1247,19.031662091072704,4
32,952,17.25763463833546,5
32,494,16.06501395869361,6
32,120,14.892793054439611,7
32,329,14.670134636994396,8
32,257,14.498244783246522,9
33,6,28.00974124229473,0
33,1356,27.748042768373857,1
33,993,10.010044971311942,2
33,263,9.77827836224246,3
33,693,8.922868983098061,4
33,1409,8.770728308911004,5
33,1175,8.040554406705892,6
33,192,7.8785682876016,7
33,1114,7.859717934913687,8
33,264,7.826013637220225,9
34,6,24.04945713513872,0
34,1356,21.85305984468854,1
34,263,19.512000367158937,2
34,714,11.889200107566161,3
34,1613,11.515475108595115,4
34,577,11.263999794059195,5
34,952,10.143234880632193,6
34,1975,10.07034304642001,7
34,993,10.010044971311942,8
34,1129,9.916493482685333,9
35,7,37.083157945841194,0
35,1055,23.593785085083155,1
35,8,17.262851744809055,2
35,1535,15.75771426546061,3
