qid,docno,score,rank
0,0,38.388707464561264,0
0,733,15.590666769017783,1
0,936,14.644088876789635,2
0,1645,14.123345358808265,3
0,565,14.071974733899886,4
0,1667,12.831390535254688,5
0,734,12.565728249621966,6
0,406,12.562876870932692,7
0,1977,11.587285564735886,8
0,1513,11.409922984618966,9
1,1,40.09772195189687,0
1,761,13.159191008588984,1
1,991,12.891863826999451,2
1,320,11.32264156803544,3
1,659,11.128037225463622,4
1,934,11.050253067343782,5
1,2152,10.987501792687656,6
1,314,10.900927160640077,7
1,1714,10.76208575090477,8
1,1171,10.515207535250221,9
2,2,44.75321613972985,0
2,205,18.46420398634265,1
2,602,17.939540372518664,2
2,136,17.437171513652522,3
2,220,16.278028766060405,4
2,311,15.268166927352182,5
2,521,14.926401255462778,6
2,1310,14.461845356611743,7
2,22,13.91477384100131,8
2,123,13.768784945333369,9
3,3,82.0168493121444,0
3,121,21.640794192081486,1
3,1412,19.98330712342681,2
3,1240,18.758166275006708,3
3,205,18.46420398634265,4
3,602,17.939540372518664,5
3,2,17.585514175693117,6
3,136,17.437171513652522,7
3,220,16.278028766060405,8
3,311,15.268166927352182,9
4,4,35.097850818068146,0
4,865,12.319044289315846,1
4,936,11.660123720345567,2
4,889,11.383526102859669,3
4,1645,11.308780274913172,4
4,1714,10.522718179104512,5
4,908,10.123247367259156,6
4,1362,9.902137165497258,7
4,1598,9.763924985674446,8
4,1708,9.524666519946209,9
5,5,25.736053481858495,0
5,934,18.697800184670392,1
5,1714,12.498447674625767,2
5,1103,11.80382468914679,3
5,1315,11.799064553356251,4
5,306,11.73277509968029,5
5,320,11.32264156803544,6
5,659,11.128037225463622,7
5,1086,10.798574043345381,8
5,302,10.293387154300135,9
6,2470,13.276032066630286,0
6,263,12.863887750131733,1
6,2371,10.896447514311394,2
6,2498,10.202306359702138,3
6,6,9.965414746531458,4
6,61,9.728043627344045,5
6,1818,9.711839249803441,6
6,2442,9.20020994063928,7
6,2319,9.141444980543906,8
6,2169,9.063427806985938,9
7,7,28.035013807386722,0
7,2265,15.24627839942663,1
7,406,14.052816084490727,2
7,1722,13.866293573593168,3
7,1749,13.749869545389092,4
7,2389,13.744419757836011,5
7,750,13.487492572023616,6
7,2249,13.42788017039446,7
7,936,11.770810409839594,8
7,1980,11.576593465312245,9
8,8,54.90709801916749,0
8,1472,12.870327217433568,1
8,194,8.691856070548315,2
8,44,7.613451031765326,3
8,1154,7.3031009546600565,4
8,252,7.091614641913713,5
8,977,6.736427845141645,6
8,972,6.713849515521963,7
8,589,6.237005397727565,8
8,40,6.003956838919801,9
9,9,13.851294951340293,0
9,1873,13.418378397515756,1
9,2137,12.275441898413547,2
9,2108,11.318935315121447,3
9,291,10.244112346939746,4
9,588,10.141775515197978,5
9,637,9.314255536165403,6
9,2218,9.005993348986658,7
9,913,8.806747122840552,8
9,2487,8.505273005530533,9
10,10,62.54033699935868,0
10,1412,37.77184297427822,1
10,2,36.41785545844543,2
10,220,29.472954798149726,3
10,3,27.435901157084675,4
10,1617,22.824687475394256,5
10,1221,20.410783456062198,6
10,1893,19.7018871482871,7
10,1347,19.429692951900225,8
10,205,18.46420398634265,9
11,11,25.12818565004357,0
11,2338,11.347292542914712,1
11,1488,10.415297825745101,2
11,2029,10.141536559310264,3
11,1690,9.863996600677623,4
11,2066,9.268105255242657,5
11,370,9.130959869127071,6
11,984,8.715272397273539,7
11,2152,8.526559667256139,8
11,12,8.469347123985164,9
12,12,38.50315275317968,0
12,1395,14.718661210052414,1
12,574,12.142783713943793,2
12,2296,11.279558192451663,3
12,1606,10.919741712609719,4
12,980,10.518953409136989,5
12,2148,10.325169213855354,6
12,2165,10.265361143108436,7
12,2460,10.244834637901278,8
12,1477,10.15053395552155,9
13,13,37.88190099550921,0
13,324,13.390106466792814,1
13,1770,13.05058815180374,2
13,2337,11.190012482871069,3
13,2330,11.12528709903761,4
13,2222,10.713189548253279,5
13,2447,10.567875919631192,6
13,1432,10.389769094166585,7
13,2232,10.361618167436223,8
13,2496,10.0317908826206,9
14,14,42.84402642520683,0
14,127,16.672009043815297,1
