qid,docno,score,rank
0,0,36.55744487830218,0
0,733,15.642148215388309,1
0,936,15.151238552817091,2
0,1645,14.852294183967706,3
0,565,13.544609864129779,4
0,1667,13.379876861696268,5
0,406,12.814102294698781,6
0,2444,12.52314496972885,7
0,734,12.473426342898623,8
0,1977,11.985258752074895,9
1,1,38.03029836857284,0
1,991,13.324729744646895,1
1,761,12.678472536671286,2
1,2152,11.810925874401654,3
1,320,11.413173605029959,4
1,934,11.35534636575725,5
1,1714,11.34447931480667,6
1,659,11.31313345909502,7
1,733,10.491835843520946,8
1,314,10.373783407645135,9
2,2,42.73299480768523,0
2,136,18.542950538079303,1
2,205,18.529620627884793,2
2,602,17.96742462617707,3
2,220,17.01560537453108,4
2,311,15.847860004710325,5
2,1310,15.162263248367477,6
2,521,14.516611984601411,7
2,22,13.961712409148731,8
2,123,13.95223216872905,9
3,3,81.59802318038176,0
3,1412,20.656365913776256,1
3,121,20.24933441314393,2
3,1240,19.281198260802775,3
3,2,18.589619049824503,4
3,136,18.542950538079303,5
3,205,18.529620627884793,6
3,602,17.96742462617707,7
3,220,17.01560537453108,8
3,311,15.847860004710325,9
4,4,32.5441228951878,0
4,865,12.43922262533809,1
4,936,12.148408523265537,2
4,1645,11.956394498666619,3
4,889,11.425294103982438,4
4,1714,10.94762016989251,5
4,1362,10.278046686402078,6
4,1708,10.059191030235946,7
4,908,10.029550176492998,8
4,1598,9.985307413490592,9
5,5,24.666641249623684,0
5,934,19.075406502414843,1
5,1714,13.116550526294272,2
5,1103,12.528958610884583,3
5,1315,11.827829828340253,4
5,320,11.413173605029959,5
5,659,11.31313345909502,6
5,306,11.00923131201681,7
5,1086,10.890717098181913,8
5,733,10.491835843520946,9
6,2470,14.479387992398014,0
6,263,12.633672474433403,1
6,2371,11.846480467337813,2
6,2498,11.270508203416892,3
6,6,10.254862924283078,4
6,1818,10.133406373927782,5
6,2442,10.121234248486932,6
6,2319,9.933475172829823,7
6,2324,9.720259909323861,8
6,2169,9.587696978780553,9
7,7,26.501980061446538,0
7,2265,16.21512836827203,1
7,2389,14.95749196266328,2
7,1722,14.682835899556576,3
7,1749,14.654308698233354,4
7,2249,14.464418728527809,5
7,406,13.495512249834139,6
7,750,12.97058517551305,7
7,936,12.256749681234629,8
7,1980,12.095502493827668,9
8,8,51.79872728085494,0
8,1472,13.251459053459303,1
8,44,8.317006620833434,2
8,194,8.230910607061498,3
8,252,7.752547233228206,4
8,1154,7.181847367939673,5
8,977,6.58590182622808,6
8,972,6.451604425182248,7
8,950,6.299005184033723,8
8,589,5.96981310124389,9
9,1873,14.256491741376088,0
9,2137,13.15793307963199,1
9,9,12.879110517472288,2
9,2108,12.147028785841925,3
9,291,10.79428099320001,4
9,588,10.7332574891336,5
9,2218,9.661776038127723,6
9,2487,9.443670646975317,7
9,637,9.27282567880483,8
9,2233,9.105201269420306,9
10,10,63.16369038228426,0
10,1412,38.98807672903426,1
10,2,35.325531884544205,2
10,220,30.272106791949984,3
10,3,26.09192566147985,4
10,1617,24.100125824730075,5
10,1221,21.178186870995297,6
10,1893,20.520315379517378,7
10,1347,19.43723954451403,8
10,136,18.542950538079303,9
11,11,24.11923937692057,0
11,2338,12.357802475661195,1
11,1488,11.094415711333848,2
11,2029,10.577004767193428,3
11,1690,10.102549435959482,4
11,2066,9.725257853431932,5
11,2152,9.233145187590317,6
11,2491,9.210573137935857,7
11,991,8.82994567402106,8
11,1213,8.827746104128867,9
12,12,37.16274797413399,0
12,1395,14.64226384729229,1
12,2296,12.174352382437675,2
12,574,11.53906904672134,3
12,2460,11.35083766104448,4
12,1606,11.24592514556824,5
12,980,11.140437651956344,6
12,2148,10.787911867551554,7
12,2165,10.741230767570126,8
12,1477,10.24871585888225,9
13,13,34.00414219010602,0
13,324,13.756339615790509,1
13,1770,13.676606361673326,2
13,2337,11.958240400189695,3
13,2330,11.918800445517068,4
13,2222,11.589268975711718,5
13,2447,11.569795945822246,6
13,2496,11.217750357313255,7
13,2232,11.156278300766054,8
13,1432,10.776944693272817,9
14,14,40.798892929833066,0
14,2476,15.82907316723164,1
14,127,15.515073135562194,2
14,2296,14.651288476305865,3
14,2137,13.423638564133473,4
14,2324,12.919816511252456,5
14,1873,12.773490372441834,6
14,539,12.54867356819094,7
14,1941,12.54164948152141,8
14,1645,12.418251543150951,9
15,15,33.87952913127165,0
15,1265,13.448015061944137,1
15,1414,12.074799881320708,2
15,2033,11.278733933503052,3
15,1175,8.483294593270884,4
15,1893,8.015379448368565,5
15,2078,7.819051704853027,6
15,1672,7.483779920817006,7
15,352,7.35325971801303,8
15,1765,7.240135295997321,9
16,16,47.82148250681413,0
16,2492,11.697534877171474,1
16,806,9.931059404206234,2
16,1520,9.535464189947696,3
