qid,docno,score,rank
0,0,39.84304284112123,0
0,733,15.447872760009256,1
0,565,14.48733442799902,2
0,936,14.0366598912591,3
0,1645,13.376795663420882,4
0,734,12.573235950489936,5
0,1667,12.256944724458226,6
0,406,12.224435718609286,7
0,1513,11.438747917033899,8
0,1977,11.223254287614024,9
1,1,41.713409359544144,0
1,761,13.544216764154076,1
1,991,12.413428279602405,2
1,314,11.350333411898198,3
1,320,11.145049852680565,4
1,659,10.869251033304597,5
1,1171,10.737566330549106,6
1,934,10.690854476920013,7
1,2152,10.236067532610424,8
1,1714,10.174449361798004,9
2,2,46.630866998741666,0
2,205,18.201921952211478,1
2,602,17.68512808630389,2
2,136,16.206464611086915,3
2,220,15.395831348644101,4
2,521,15.214683602640864,5
2,311,14.565814224907207,6
2,22,13.765409939028807,7
2,1310,13.691547366592724,8
2,123,13.489962740207027,9
3,3,81.36242719055831,0
3,121,22.909603743091942,1
3,1412,19.30535217222497,2
3,1240,18.20570651624023,3
3,205,18.201921952211478,4
3,602,17.68512808630389,5
3,2,16.412296356222342,6
3,136,16.206464611086915,7
3,220,15.395831348644101,8
3,521,15.214683602640864,9
4,4,37.51578671390683,0
4,865,12.099214306195828,1
4,889,11.264439069153376,2
4,936,11.113005766905053,3
4,1645,10.653506069362997,4
4,908,10.16639738348944,5
4,1714,10.107143230462144,6
4,1598,9.55441223064341,7
4,1362,9.479502578055923,8
4,139,9.28938350662807,9
5,5,26.60161017064582,0
5,934,18.20155323739116,1
5,306,12.366462296934186,2
5,1714,11.883061321962913,3
5,1315,11.73642800174879,4
5,320,11.145049852680565,5
5,1103,11.034702471202838,6
5,659,10.869251033304597,7
5,302,10.747565776441105,8
5,1086,10.654883401910933,9
6,263,12.951035311409436,0
6,2470,12.270615112218032,1
6,61,10.584833903866844,2
6,2371,10.059696750386085,3
6,6,9.52506826926162,4
6,2498,9.332415011742548,5
6,1818,9.284728940414855,6
6,2169,8.64887319233887,7
6,2319,8.529494851791087,8
6,2442,8.474568404673242,9
7,7,29.327280476708392,0
7,406,14.503549565706255,1
7,2265,14.473137430392711,2
7,750,13.94805260935764,3
7,1722,13.05566844430692,4
7,1749,12.846350429669817,5
7,2389,12.671030001160812,6
7,2249,12.504351929660709,7
7,543,11.835114315351744,8
7,1111,11.493616661573842,9
8,8,57.633537746319355,0
8,1472,12.454610201180362,1
8,194,9.102713843296318,2
8,1154,7.403848601129603,3
8,972,6.9625077969452605,4
8,977,6.862848991204259,5
8,44,6.813088275625766,6
8,589,6.470412531617825,7
8,40,6.451951214787559,8
8,252,6.397524519036295,9
9,9,14.719038923823398,0
9,1873,12.58897884259871,1
9,2137,11.508093494187493,2
9,2108,10.600679367886611,3
9,291,9.602330077682822,4
9,588,9.479051433330092,5
9,637,9.271236702456301,6
9,913,8.746380848054756,7
9,1084,8.596347050379487,8
9,65,8.53610742683269,9
10,10,61.62874838290725,0
10,2,37.359465026219254,1
10,1412,36.51057379564563,2
10,3,28.729174186654905,3
10,220,28.32357919847162,4
10,1617,21.61735531529497,5
